tweets;Classification
"A esquerda está tão desesperada com o vídeo do s4t4n12t4 que estão fazendo montagens ridículas com fotos do @jairbolsonaro adorando o capiroto. Gente ridículo!! Bateu o desespero neles!!! #BolsonaroPresidente22 #Eleicoes2022
	";Negativo
"Eu não brincaria com gente que tem um poder de mobilização tão grande… #Eleicoes2022 #Lula #Bolsonaro #Brasil #Politica
	";Neutro
"Eleições 2022: Equipe de Lula avalia exibir na campanha vídeo de Bolsonaro na maçonaria https://www1.folha.uol.com.br/poder/2022/10/equipe-de-lula-avalia-exibir-na-campanha-video-de-bolsonaro-na-maconaria.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…
	";Neutro
"Eleições2022: PDT apoia Lula no 2º turno e Ciro Gomes segue decisão
	";Positivo
"Ciro vai falar as 14:00hs através de suas redes sociais que foi canal que ele usou na campanha. Aguardemos suas palavras #CiroGomes #Eleicoes2022
	";Neutro
"@cirogomes sabia que não ia decepcionar. Cirão da massa fez o L!!!! #Eleicoes2022 #LulaPresidente #CiroGomes
	";Negativo
"Veio aí enfim. Simone agora é seu momento de se juntar #Eleicoes2022
	";Negativo
"Publicação do perfil oficial da campanha de Ciro Gomes para o segundo turno. Vote 12+1!
	";Positivo
"Vai lá ""liberais"", votem no chefe da quadrilha.Vai lá faria limers votem no chefe da quadrilha.Vai lá, votem a favor da demogracinha.@geraldoalckmin vc é o novo poste do chefe da quadrilha, acabou de ser humilhado e tá aí fazendo o L de ladrão.#Eleicoes2022
	";Neutro
"""O Alckmin foi posto como expressão de uma frente democrática anti-Bolsonaro. Em nenhum momento, as ideias liberais foram incorporadas ao plano de governo"", explica Guilherme Boulos no #RodaViva.#BoulosNoRodaViva #Eleições2022 @GuilhermeBoulos
	";Neutro
"DESESPERO! Vote 12 + 1 #LulaPresidente2022 #Lula #Eleicoes2022
	";Negativo
"Auxílio Brasil: governo inclui 500 mil famílias antes do 2º turno https://zpr.io/gNNqUeL5qTTL
	";Negativo
"Só pra relembrar..#Eleicoes2022
	";Negativo
"Eleições 2022 Pernambuco: conheça os deputados estaduais eleitos#Brasil #Eleições #Eleições2022
	";Negativo
"MDB vai liberar Simone Tebet e mais 12 diretórios estaduais para apoiar Lula https://portalsbn.com.br/mdb-vai-liberar-simone-tebet-e-mais-12-diretorios-estaduais-para-apoiar-lula… #ELEIÇÕES 2022 via @PortalSBN
	";Positivo
"PDT de Ciro anuncia apoio a Lula no segundo das eleições presidenciais#opovo #eleições2022 #Eleicoes2022OPOVO
	";Positivo
"PDT oficializa apoio a Lula no 2.º turno: “Ciro não viajará e acata a decisão do partido”: https://bit.ly/3yhJsL0#Eleições2022
	";Positivo
"A mídia brasileira  :PDT apoia Lula. ( não cita o Ciro Gomes 3 milhões de votos )Do outro lado :Zema, Moro e Etc Apoia Bolsonaro. O sistema se corrompeu mais uma vez. #Eleicoes2022
	";Neutro
"Resultado do 2º turno  das Eleiçoes Presidenciais do Brasil de 2022:1º Presidente Algoritmo    Vice-Presidente Código Fonte Inauditável do TSE2º Eleitor
	";Neutro
"Nao podia ter deixado o 9 dedos na cadeia mais tempo??? Nao sabia que ficha sujo podia se candidatar
	";Negativo
"tadinho do mito #maçonaro #maçonaria #Eleicoes2022
	";Negativo
"Alô #Amazonas, no segundo turno, lembrem que o sub humano que debocha de gente morrendo com falta de ar, deixou vcs sem oxigênio hospitalar. #Eleicoes2022
	";Neutro
"Mano, esse vídeo foi postado bem antes das eleições e eu tô assustado. #Eleicoes2022 #previsoesdossimpsons
	";Negativo
"Acabou de publicar uma foto
	";Negativo
"Dá para entender bem quem deu mais votos para o ecocida.#Vote13 #LulaPresidente13 #Eleicoes2022
	";Negativo
"Tem um botao de denuncia galera, usem com pessoas sujas espalhando mentiras #Eleicoes2022
	";Negativo
"A cada eleição a credibilidade de algumas pesquisas eleitorais despencam, tanto quanto, a de alguns partidos.#Eleicoes2022
	";Negativo
"Evangélicos revoltados estão indo para o Planalto orar pela saída do presidente Bolsonaro após descobrirem sua ligação direta com a Maçonaria.Decepção!#maçonaria#BolsonaroNoPrimeiroTurno22#CIRO #Tebet #Baphomet #satanista #Eleicoes2022 #LulaNoSegundoTurno #LulaPresidente
	";Negativo
"Se Deus realmente existe, Bolsonaro irá perder no segundo turno#Eleicoes2022
	";Negativo
"O vídeo da maçonaria indica que o modo Janones de disputar eleição está entrando em ação. Perdemos todos. Perde o Brasil. Deixo aqui um texto que escrevi há tempos. #Eleicoes2022.
	";Neutro
"Ana Paula e Ribamar estão entre os não eleitos mais bem votados da CâmaraDos oito vereadores que se candidataram para deputado estadual e federal, eles obtiveram 24.979 e 65.219 votos respectivamente.https://webdiario.com.br/ana-paula-e-ribamar-estao-entre-os-nao-eleitos-mais-bem-votados-da-camara/…#osasco #eleiçoes2022 #camaradosdeputados
	";Negativo
"Vocês  foram enganados todo esse tempo. Dia 30 aperte 13 e escolha o bem. 13 NELEEEES! #Eleicoes2022 #LulaNoSegundoTurno #LulaPresidente2022
	";Negativo
"Aparentemente quando bolsonaro dizia ""Deus acima de tudo"" ele num especificou qual deus né?mas confesso que eu não esperava que fosse Baphomet
	";Neutro
"#DiretoAoVoto | “Lula não é uma opção eleitoral, com seu governo marcado pela corrupção da democracia. Contra o projeto de poder do PT, declaro, no segundo turno, o apoio para Bolsonaro”, publicou Moro no Twitter. #Eleicoes2022
	";Positivo
"PDT declara apoio a Lula no segundo turno. Ciro Gomes não participou do anúncio, mas o presidente do partido, Carlos Lupi, disse que a decisão foi unânime. #eleições2022
	";Positivo
"Declarar apoio e voto é uma coisa, subir no palanque e fazer campanha é outra. Seja para Bolsonaro, seja para Lula.#Eleições2022
	";Positivo
"Mais outro mistério!!!Pode isso @TSEjusbr ? O que será feito? @jairbolsonaro @GFiuza_Oficial @BolsonaroSP @rmotta2 @AnaPaulaVolei #Eleicoes2022
	";Negativo
"O PDT / Ciro Gomes e o PT#Eleicoes2022
	";Negativo
" URGENTE: PDT e o Ciro Gomes acaba de anunciar apoio a Lula no 2° turno das #Eleicoes2022
	";Positivo
"É hora de unir forças, tô muito feliz com a adesão do @PDT_Nacional à campanha do @LulaOficial, a turma boa vai somar muito nesse segundo turno. Será uma vitória linda, e q o @ptbrasil faça sua parte de ouvir e cumprir acordos. #Eleicoes2022
	";Neutro
"A formiga, com ódio da cigarra, votou no inseticida. Morreram todos, inclusive o grilo que votou nulo.#Eleicoes2022
	";Negativo
"#LulaPresidente2022#evangelicos#igreja#CiroGomes#Eleicoes2022
	";Negativo
"Acredito que mais uma vez #SergioMoro da um tiro no pé contra sua história,  manchando sua imagem eleitoral com o povo brasileiro que o julgará mais a frente. #Eleicoes2022
	";Negativo
"""Eis que surgirá um falso Messias que se unirá a falsos Profetas e muitos falsos Cristãos irão adorá-lo."" (Apocalipse 1:7:1) DEUS NOS AJUDE!!! #Bolsonaro #Bolsonaro22 #Eleicoes2022 #Vote13
	";Negativo
" No dia 15 de setembro Bolsonaro compareceu no “Encontro de Lideranças Empresariais Maçônicas”, com 1.200 empresários que prometia uma rodada de negócios de oportunidade única, afirma o Veja.
	";Neutro
"Mal caráter apoia o outro, bateu muito no Lula e agora essa #LulaPresidente2022#BolsonaroPresidente22 #Eleicoes2022
	";Negativo
"O real pensamento de Bolsonaro sobre #aborto (https://bit.ly/3fGaXaB) e sua ligação maçônica (https://bit.ly/3V0QuNT) sujam ainda mais sua imagem. O que @cnbbnacional, @igrejauniversal, @metodistabrasil e @iasd pensam disso? #JairMaconaria #Eleicoes2022 #cristaos #igreja #Jesus
	";Negativo
"وها قد فعلها سيرو جومز وأعلن تأييده ل لولا @LulaOficial في الجولة الثانية، ونذكر أن بعض قيادات أمريكا اللاتينية كانت قد طلبت منه من البداية التنازل ودعم لولا لحسم الانتخابات من الجولة الأولى .. #Eleicoes2022  #البرازيل
	";Negativo
" Ciro Gomes e PDT declaram oficialmente apoio a Lula no 2º turno das eleições! #Eleições2022
	";Positivo
"#bolsonarista #BolsonaroMacom #Eleicoes2022 #EleicoesBrasil2022
	";Negativo
"Olha isso, gente! 
	";Negativo
"P/ser maçom é necessário fazer  juramento onde Jesus Cristo é negado e rejeitado. Eu religiosa, era Bolsonarista, vi esse vídeo, inacreditável, logo o Bolsonaro um cara bom, da família tradicional, ser da maçonaria. Eu irei votar no Lula agora. #Eleicoes2022 #Lula #Bolsonaro22
	";Negativo
"Que Deus esteja conosco nessa jornada #Eleicoes2022
	";Negativo
"O Lupi falou dos 700 mil mortos: ""O assunto desapareceu da campanha, mas eu não esqueci"" #Eleicoes2022
	";Negativo
"Entendam o problema não é a Maçonaria , o problema é #Bolsonaro22 inventar fake news pra enganar os cristãos #Eleicoes2022
	";Negativo
"ELEIÇÕES 2022: as passagens de ônibus serão liberadas no segundo turno? Entenda
	";Positivo
"Mais um caso de eleitor que não conseguiu votar porque alguém já tinha votado em seu lugar. Pode isso @TSEjusbr ? O que será feito? @jairbolsonaro @GFiuza_Oficial @BolsonaroSP @rmotta2 @AnaPaulaVolei #Eleicoes2022
	";Neutro
"Finalmente Ciro Gomes colocou a cabeça para funcionar! #LulaPresidente #Eleições2022
	";Negativo
"A apuração dos votos do primeiro turno das eleições de 2022 terminou na manhã desta terça-feira (4), com 100 % das urnas totalizadas.  https://mla.bs/e69100e9#apuraçãodosvotos #votostotalizados #Lula #Bolsonaro #segundoturno #últimasnotícias
	";Positivo
"Palavras De quem conhece de Perto o cão ! #Eleicoes2022 #PTNuncaMais #BrasilDaEsperanca
	";Negativo
"Uhuuuu #LulaNoSegundoTurno #LulaPresidente2022 #Eleicoes2022
	";Negativo
"PDT anuncia apoio para Lula no segundo turno https://zpr.io/DWxWJwXUHQVp
	";Positivo
"IRMÃOS PATRIOTAS VAMOS FAZER UM APELO PARA QUE O PRESIDENTE RENUNCIE À ELEIÇÃO PARA PROVAR QUE NÃO ESTÁ COM SATANÁS  BOLSONARO SATANISTA #Eleicoes2022
	";Negativo
"Os esquerdistas falam que muitos votam em #Bolsonaro22 apenas pra não ver o PT no governo novamente. E nisso eu concordo com eles. E por isso mesmo. 16 anos de governo petista matou muita gente com a corrupção. #Eleicoes2022 #Eleicao2022
	";Neutro
"Segundo turno é 12+1 fechar com o certo  #LulaPresidente2022 #Eleicoes2022
	";Negativo
"Governador reeleito de Minas, Romeu Zema anuncia apoio a Bolsonaro no segundo turno | Eleições 2022 | G1
	";Positivo
"Só falta madame Tebet. Bora linda ? @simonetebetbr #Eleicoes2022 #LulaPresidente2022 #SimoneTebet
	";Negativo
" BOLETIM METRÓPOLES 1ª EDIÇÃO - Eleições 2022; Nobel de Física; Coldplay adia shows.
	";Negativo
"URGENTE!!!Ciro Gomes, candidato do partido para a presidência, ficou marcado pela ""rixa"" que tinha com o PT, partido de Lula. #Eleicoes2022
	";Neutro
"Meu voto é secreto  #Eleicoes2022 #LulaPresidente2022
	";Negativo
"Quando a gente fala de empatia eh sobre isso.Saber q por mais difícil q seja a relação. Tem eleitor do bozo se sentindo traído. Existe muito rancor inserido nisso.Vamos agir igual ao Lula  com amor. A gente tem q ser diferente daquele homem#Eleicoes2022 #Lula
	";Neutro
"Partido de Ciro Gomes fez o anúncio após uma reunião da Executiva. #PDT #Eleições2022 #TVCultura
	";Negativo
"Mais um no time de apoio ao L!*O negócio é tirar esse TRASTE da presidência!!!PDT anuncia apoio à candidatura de Lula no 2º turno das eleições | Eleições 2022 | G1
	";Positivo
"#Eleicoes2022Olhem que absurdo.Os nordestinos merecem respeitoooo!
	";Negativo
"ciro se um dia te critiquei eu não lembro #Eleicoes2022
	";Negativo
"Não vai demorar muito para aparecer o vídeo do Bolsonaro colocando o ebó na encruzilhada. O cara é ""topa tudo por dinheiro"". #Bolsonaromaconaria #bolsonaromacon #Eleicoes2022
	";Negativo
"Moro reforça apoio a Bolsonaro, que comemora: “Apaga-se o passado”.Moro declarou apoio a Bolsonaro no 2º turno. ""Todos nós evoluímos"", disse o presidente, que conversou com seu ex-ministro por telefone. #Eleições2022Leia: https://cutt.ly/DV6Yw8O
	";Positivo
"Alguns exemplos do voto""superior"" dos paulistas#Eleicoes2022
	";Negativo
"eu não sei como Haddad foi parar no 2 turno... Tem coisa muito estranha acontecendo neste #Eleicoes2022
	";Negativo
"É OFICIAL: Ciro Gomes e o PDT declaram oficialmente apoio ao Lula no 2º turno das eleições. Gostaram?#Eleicoes2022
	";Positivo
"#Eleições2022 Hoje Bolsonaro também recebeu o apoio dos governadores reeleitos Romeu Zema (MG) e Cláudio Castro (RJ), e do ex-ministro Sergio Moro, eleito senador pelo Paraná.
	";Negativo
"É OFICIAL: Ciro Gomes e o PDT declaram oficialmente apoio a Lula no 2º turno das eleições. Gostaram?#Eleicoes2022
	";Positivo
"Exatamente, é a pessoa não ter caráter em apoiar um elemento desse, mas ele é apoiado na própria Justiça, o cara com a ficha suja já sofreu vários processos por difamar por denegrir a imagem de pessoas, ainda tem cretinos que apoiam um lixo desse.#Eleicoes2022
	";Neutro
"@cirogomes que decepção! #Eleicoes2022
	";Negativo
"@cirogomes deve se pronunciar por suas redes sociais às 14h. O momento crítico do país exige uma frente única para a contenção da extrema-direita. #segundoturno #Eleicoes2022
	";Negativo
"Presidente do PDT diz que partido apoia Lula no 2º turno#Brasil #Eleições #Eleições2022
	";Positivo
"Quem votou no @cirogomes como eu, jamais apoiará Loola e o PT. Ciro falou isso a campanha toda, pq foi traido em 2018. Se gosta do #CiroGomes vamos dar essa resposta.#Eleicoes2022 #Eleicao2022 #Bolsonaro22 #BolsonaroReeleito2022
	";Negativo
"Após Zema, Castro declara apoio a Bolsonaro: “Vamos sacramentar sua vitória”.Governador reeleito do Rio de Janeiro se reuniu com o presidente nesta terça-feira (4/10), no Palácio do Planalto. #Eleições2022 Leia: https://cutt.ly/vV6TJUU
	";Neutro
"Número de votos de Ciro Gomes no Ceará cai 81% em relação a 2018. Pedetista recebeu apenas 369.222 votos no primeiro turno das eleições 2022, o que representa 6,80%.Leia matéria completa: ⇩
	";Positivo
"""O Nordestino é preguiçoso, não quer trabalhar e depende de esmola"". Assinado: Enzo Gabriel, 18 anos, recebendo mesada do pai, digitando num IPhone dado pelo pai deitado na cama comprada pelo pai.  #ForaBolsonaroVagabundo #Nordeste #LulaPresidente2022 #Eleicoes2022
	";Negativo
"Canalhas! Não é à toa que o prefeito bolsonarista de Porto Alegre tentou limitar a circulação de ônibus no 1º Turno #Eleições2022 #ForaBolsonaro #Vote13 #Lula13
	";Neutro
"Mônica Bergamo: Campanha de Bolsonaro aposta em abstenção maior no Nordeste e onda em SP para vencer Lula no segundo turno https://www1.folha.uol.com.br/colunas/monicabergamo/2022/10/campanha-de-bolsonaro-aposta-em-abstencao-maior-no-nordeste-e-onda-em-sp-para-vencer-lula-no-segundo-turno.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…
	";Positivo
"Mas vc tem dúvida? #Eleicoes2022
	";Negativo
"Será uma das eleições mais emocionantes !!!#Eleicoes2022
	";Negativo
"Eleições 2022: Equipe de Lula avalia exibir na campanha vídeo de Bolsonaro na maçonaria.Direita e esquerda são membros da serpente.DIVIDIR PARA CONQUISTAR.
	";Neutro
"Essa é minha filha no congresso de missões de jovens na igreja assembleia e pelo bem dela e de nós cristãos, não votarei mais nesse homem que nos enganou e agora está servindo ao diabo! Protejam a família! Agora sou 13  #Eleicoes2022
	";Neutro
"Por aí vc vê o tanto que esse cara é compromissado com o país! Não é momento de se abster! #Eleicoes2022
	";Negativo
" Após PDT e Ciro Gomes lançarem apoio a Lula no 2° turno, apoiadores ciristas lançam campanha ""Vote 12+1"".#Eleições2022
	";Positivo
"Lula você é um fenômeno! No palco montado pelo público você nunca saiu do primeiro lugar #Eleicoes2022
	";Negativo
"Só pra deixar registrado. Eleições 2022
	";Negativo
"Braço do bolsonarismo, bancada da bala cresce 28,5%, e metade é do PL.Levantamento do Fórum de Segurança Pública chegou a pelo menos 36 nomes de deputados eleitos ligados a forças de segurança. #Eleições2022 Leia no @BlogdoNoblat: https://cutt.ly/WV563oj
	";Neutro
"Vou retuitar dando ênfase à parte mais importante desse tweet: AGORA É BOTAR A MILITÂNCIA NA RUA. #LulaNoSegundoTurno #eleições2022
	";Negativo
"O PDT fechou questão e vai apoiar Lula no 2° turno. Linha correta do partido. Agora é botar a militância na rua pra virar voto e tirar a faixa presidencial de Bolsonaro.
	";Positivo
"vazou a simone, lula e ciro a partir de hoje #Eleicoes2022
	";Negativo
"CIRO GOMES ESTA COM TIO LULAAAAAAAAAAAAAA!!!Vem que vem, que esse segundo turno vai ser melhor e vais estourado que o 1º.#LulaPresidente #SegundoTurno #Eleições2022
	";Negativo
"Este bilhete foi campanha política do EM?  Faltando 1 dia da eleição eles largam esta para lembrar o número da ""muié"" @TSEjusbr...?  Qual é o número de Marina Silva para deputada federal nas eleições de 2022? - Politica - Estado de Minas
	";Neutro
"#PresidenteBolsonaro22 #Eleicoes2022
	";Negativo
"#Eleicoes2022 #Eleicao2022 #EleicoesBrasil2022
	";Negativo
"A reunião da executiva nacional do PDT decidiu por unanimidade apoio à Lula no 2° turno. Pedetistas chamarão voto no 13, na contramão dos discursos e posições de Ciro Gomes ao longo das eleições 2022, para enfrentar Bolsonaro. Ciro vai romper? Fará campanha? Irá pra Paris? Diz aí
	";Positivo
"https://instagram.com/reel/CjRi2jILZ15/?igshid=MDJmNzVkMjY=…    Qual será o seu lado? #EleicoesBrasil2022 #Eleicoes2022
	";Negativo
"#ForaBolsonaroGenocida #Eleicoes2022 #LulaNoSegundoTurno
	";Negativo
" ATENÇÃO: Produto não indicado para pessoas racionais#ForaBolsonaro #impeachment
	";Negativo
"Segundo o predidente do PDT, Ciro está de acordo com o apoio da legenda ao candidato Petista. .A expectativa é que o Eleitorado acompanhe a decisão da legenda e do seu representante, nesse caso, Ciro Gomes. #Eleicoes2022
	";Neutro
"Ciro Gomes grave um vídeo e declare publicamente apoio ao candidato Lula. Sua posição simboliza um gesto de grandeza e sua conduta deve ocupar espaço do lado certo da história. #Eleicoes2022 #Ciro #Lula #PDT #PT
	";Positivo
"A expectativas é que Ciro faça um comunicado nas próximas horas. O mesmo esteve na reunião, mas não participou do anúncio. #Eleicoes2022
	";Negativo
"#BREAKINGNEWS O presidente do PDT, acaba de anunciar apoio a Lula no 2° turno das #Eleicoes2022
	";Positivo
"ajuda a compreender melhor o nosso presente, afinal, cê consegue perceber as continuidades históricas desde a invasão colonial até o resultado do primeiro turno das eleições em 2022 [e sim, estou usando o conceito de Braudel de longa duração e não estou sendo contraditório, +
	";Neutro
"Vamos as narrativas da bolha e os alienados pela mídia.""Ricardo Salles recebeu o triplo de votos de Marina Silva, ícone da defesa ambiental""a Bigorna da realidade é outra meu amigo. #Eleicoes2022
	";Neutro
"Se você tem uma perspectiva diferente, não obrigue outra pessoa a pensar como você. A unidade cristã é mais importante do que partido político. Se abstenha de dar sua opinião em prol do irmão se isso for causar divisão e contenda.#Eleicoes2022
	";Neutro
" Horário eleitoral gratuito, nas emissoras de rádio e televisão, para os candidatos que disputam o segundo turno das eleições de 2022, começa nesta sexta-feira, dia 7 de outubro.   #TVJustica
	";Neutro
"@ProfessorPassosEleições 2022 / ontem: O Fim do PSDB? Analistas avaliam partido, que perde SP após 28 anos e tem menor bancada federal.
	";Negativo
"bastou o PAI chamar e ele veio #Eleicoes2022
	";Negativo
"Vamos juntos, @cirogomes?
	";Negativo
"Carlos Lupi, presidente da legenda, disse que ""Ciro endossa integralmente a decisão do partido"" #Eleições2022 #UOLEleições2022
	";Negativo
"Esse Ciro não tem dignidade nenhuma…O Lupi tava louco pra voltar a farra dos cargos e ministérios - desse eu não esperava nada! PDT anuncia apoio à candidatura de Lula no 2º turno das eleições | Eleições 2022 | G1
	";Positivo
"O contratado pra fingir que quer #LulaPresidente2022  na verdade é #Bolsonaro22 Bolsonaro satanista #Eleicoes2022 #cristao #CristaoNaoVotaEmBolsonaro #evangelicos #cancaonova #DeusAcimaDeTudoEdeTodos
	";Negativo
"UM SATANISTA CONFESSO QUE É BOLSONARISTA 
	";Negativo
"Acabar com teto de gastos, regular a imprensa, não deixar clara qual política econômica irá adotar. Esse é o Loola do PT que quer vir por aí de novo. Tudo que já vimos que não dá certo, depois não chorem. #Eleicoes2022 #Eleicao2022 #Bolsonaro22
	";Neutro
"Deus abençoe quem vazou o vídeo e as fotos do Bolsonaro na Maçonaria, mesmo sabendo que a essa hora o CPF do mesmo já foi cancelado #Eleicoes2022 #BolsonaroMaçom
	";Negativo
"Vem vc tbm votar em nosso #LulaPresidente13PDT anuncia apoio a Lula no segundo turno das eleições e diz que Ciro endossa decisão | Eleições 2022 | O Globo
	";Positivo
"Quem ainda estiver pensando em votar no Bolsonaro ou estiver em duvida, estou disponível para conversar no privado. Uma conversa amistosa, mas sempre pautada na realidade e materialidade existente. Cuida. #Eleicoes2022 #Presidente
	";Negativo
"Tu vota em Bolsonaro pq ele defende a família?Ô mô, se toca, tu pega macho casado #Eleicoes2022
	";Negativo
"Bora “cristão” agora fala que tu vai votar no Bolsonaro pq ele defende os valores da igreja #Eleicoes2022
	";Negativo
"Mentiu , mente e continua mentindo #Eleicoes2022
	";Negativo
"Quase 700 mil mortes por covid Bolsominions: tá tranquilo, vídeo do Bolsonaro na Maçonaria Bolsominions: Que decepção vou mudar meu voto. #Eleicoes2022
	";Negativo
" Carlos Lupi, o presidente do PDT, anunciou que o partido apoia Luiz Inácio Lula da Silva (PT) no segundo turno das Eleições de 2022. Ciro Gomes, ex-candidato à presidência, concorda com a decisão. #Eleições2022 #eleições
	";Positivo
"ELEIÇÕES 2022 - Candidatos PRFs conquistam mais de 353 mil votos - https://fenaprf.org.br/novo/eleicoes-2022-candidatos-prfs-conquistam-mais-de-353-mil-votos/…
	";Neutro
"Viralizaram vários vídeos como esse.Do lula e lulistas satanista.Por isso o desespero em resgatar um vídeo, da campanha de 2018!Onde ele nem era batizado ainda na igreja evangélica.E ele tava só pedindo votos.3squ3rdop4t4s 0deiam cristãos. #Eleicoes2022
	";Neutro
"Satanista tá no modo desespero
	";Negativo
"Apuração dos votos: 100% das urnas são totalizadas | Eleições 2022 | G1
	";Negativo
"PDT anuncia apoio a Lula no segundo turno das Eleições 2022. #NDmais
	";Positivo
"pq só n vota no Ciro?#Politica #Eleicoes2022
	";Negativo
"El PDT, partido de Ciro Gomes, acaba de declarar apoyo -sin su presencia pero supuestamente con su aprobación- a la candidatura de Lula para la segunda vuelta de las #Eleicoes2022
	";Neutro
"A Bíblia diz que ficarão de fora os ladrões. E aí?A maçonaria promove encontros e palestras, nem todos que vão lá a convite fazem parte de de lá. Lula foi se benzer na umbanda, vai votar nele?#Eleicoes2022
	";Neutro
"Quem é o anticristo?#Eleicoes2022 #LulaPresidente2022 #BolsonaroPresidenteAte2026
	";Negativo
"Quer dizer que ele é capaz  esse cara avisou anos atrás  imagino que esse sigilo de 100 anos sem dúvidas nenhuma tem coisa cabeluda nesse sigilo  #ForaBolsonaroeSuaQuadrilha #Eleicoes2022
	";Neutro
"Essa sou eu Eva Montiel e minha família, somos todos cristãos e contra um presidente satanista. Pelo bem deles eu voto 13 no segundo turno! Vamos juntos!!! #Eleicoes2022 #LulaPresidente2022
	";Negativo
"Lamentavelmente milhões de #Brasileiros ainda obedeceram o #fiqueemcasa no dia de #votação das #Eleicoes2022
	";Neutro
"Silêncio, o minion está descobrindo que o vice Mourão é maçom... #Eleicoes2022
	";Negativo
"Deixa de ser besta!  O Alckmin e os laços dele com a maçonaria vc não fala nada? Às vezes, a gente tem que cair na lama com os porcos. Então, vai pra casa do krl, seu merda. Políticos da sua laia, Janones, são escrotos demais. #Alckmin #Lula #Maconaria #Eleicoes2022
	";Neutro
"https://veja.abril.com.br/coluna/radar/a-maconaria-se-une-para-receber-bolsonaro-em-sp/…Matéria de  8 set 2022.Que decepção#Bolsonaro #Bolsonaro22 #ForaBolsonaroGenocida #Eleicoes2022 #LulaPresidente2022 #LulaNoSegundoTurno #Lula
	";Neutro
"sem rancor...sem ressentimento, só vamos!#Eleicoes2022
	";Negativo
"Bora fazer nossa parte e exercer desse direito tão lindo que é o de votar para eleger pessoas que são a favor dos nossos direitos e da DEMOCRACIA? Bora votar pra melhorar nisso país? #Eleicoes2022
	";Neutro
"Vote Lula!!! #Eleicoes2022
	";Negativo
"Pela democracia e ESPERANÇA. VOTE 13 E CONFIRME. #Eleicoes2022 #LulaNoSegundoTurno #LulaPresidente2022
	";Negativo
"@cirogomes fará pronunciamento às 14h. Vamos aguardar o tom do discurso. #Eleicoes2022
	";Negativo
" Lula sancionou a Lei de liberdade religiosa em 2003.Instituiu o dia nacional da Marcha para Jesus. E você está sendo enganado por um Maçom. #Eleicoes2022 #BolsonaroSatanista #BolsonaroMacom
	";Negativo
"tbm to mega decepcionada! Já ate mudei meu voto em prol da família tradicional brasileira  #satanásnão #Eleicoes2022 #LulaNoSegundoTurno
	";Negativo
"Quando o Bolsonaro dizia deus acima de tudo eu jamais imaginaria q ele estava falando do Baphomet#Eleicoes2022
	";Negativo
"Eleições 2022: Wagner diz na rádio que já tem apoiador “pulando a cerca” e que pra Zé Cocá não tem volta
	";Negativo
"Ciro Gomes segue seu partido(PDT) e apoiará Lula no segundo turno.Ciro Gomes se um dia cheguei a te criticar, não lembro mais.#LulaPresidente2022#Eleicoes2022
	";Positivo
"Eleições 2022: Conheça a vendedora Thamires Oliveira, candidata a deputada que recebeu 1 voto
	";Negativo
"Ciro Gomes e PDT declaram oficialmente apoio a Lula no 2º turno da eleição presidencial. #Eleicoes2022
	";Positivo
"Lupi, presidente do PDT de #Ciro declara apoio a #LulaPresidente #Eleicoes2022 Ninguém do Partido poderá ter uma opinião contraditório a essa direção do Partido! Bora Brasil!
	";Neutro
"#cristaos #evangelicos #aborto #cancaonova #LulaPresidente2022 #Eleicoes2022
	";Negativo
"Imagina quando descobrirem que Jair queria abortar o Renan e só reconheceu ele após o DNA
	";Negativo
"Lula desviou 242,4 Bilhões da saúde, mas o verdadeiro genocida é o Bolsonaro, que só negou as vacinas que não eram aprovados pela ANVISA. Reflitam, boa tarde #Eleicoes2022
	";Negativo
"+ Lupi destacou que o apoio está condicionado à adoção de três propostas da candidatura de Ciro pela campanha de Lula: o programa que prevê zerar dívidas do SPC, o projeto de educação em tempo integram e a proposta de renda mínima.#Eleições2022 #PDT #CiroGomes
	";Neutro
"""Ciro Gomes anuncia apoio a Lula no segundo turno""Eles dois assim na festa da vitória quando acabar as eleições:#Eleições2022
	";Positivo
"Ciro Gomes está com a gente #Eleicoes2022
	";Negativo
"Fiz essa comparação entre os resultados de Lula e Bolsonaro por cidade e a pobreza no Brasil! #Eleicoes2022
	";Negativo
"Bolsonaro REELEITO no 2º TURNO das eleições de 2022.
	";Positivo
"era pra ser eleições 2022 e tá virando apocalipse tudo por culpa do jair maçonaro
	";Negativo
" RESULTADO FINAL! #Eleicoes2022    100% das urnas apuradas Lula (48,43%) 57.259.504 votos.Bolsonaro (43,20%) 51.072.345 votos.!A diferença entre Lula e Bolsonaro foi de 6.187.159 votos, Lula e Bolsonaro irão disputar o 2º turno no dia 30 desse mês!vc é 13 ou 22?
	";Positivo
"Nem parece que invade terra indígena. Mt fofa  #Eleicoes2022 #lula
	";Negativo
"Achei fofo esse vídeo kkkkkkk
	";Negativo
"""Eis que surgirá um falso Messias que se unirá a falsos Profetas e muitos falsos Cristãos irão adorá-lo."" (Apocalipse 1:7:1) DEUS NOS AJUDE!!! #Bolsonaro #Bolsonaro22 #Eleicoes2022
	";Negativo
"Silas Malafaia falando sobre a maçonaria em 2017, passando na sua timeline!Imagina ele saber que no mesmo ano Jair Bolsonaro foi na maçonaria discursar? Preparem os panos kkkkkk
	";Negativo
